Name,URL,BaseModel,BaseModel,BaseExtractor,Name,URL,BaseModel,BaseModel,BaseExtractor,,50Tokenizer,50TokenizerFast,AdaptiveEmbedding,AudioConfig,AudioForAudioFrameClassification,AudioForCTC,AudioForSequenceClassification,AudioForXVector,AudioModel,AudioPostprocessor,AudioPreprocessor,BaseModel,BaseModel,BaseModelOutput,BasicDecoder,BasicVideoAutoencodingDecoder,CTCTokenizer,ClassificationDecoder,ClassificationPostprocessor,Config,ContextEncoder,ContextEncoderOutput,ContextEncoderTokenizer,ContextEncoderTokenizerFast,DecodeHead,Decoder,DecoderWithLMOutput,DoubleHeadsModel,DoubleHeadsModelOutput,Embedder,Encoder,EncoderBaseModelOutput,EncoderModel,FeatureExtractor,ForAudioFrameClassification,ForCTC,ForCausalImageModeling,ForCausalLM,ForConditionalGeneration,ForDepthEstimation,ForEntityClassification,ForEntityPairClassification,ForEntitySpanClassification,ForImageAndTextRetrieval,ForImageClassification,ForImageClassificationConvProcessing,ForImageClassificationFourier,ForImageClassificationLearned,ForImageClassificationWithTeacher,ForImagesAndTextClassification,ForInstanceSegmentation,ForMaskedImageModeling,ForMaskedLM,ForMultimodalAutoencoding,ForMultipleChoice,ForNextSentencePrediction,ForObjectDetection,ForOpenQA,ForOpticalFlow,ForPreTraining,ForPreTrainingOutput,ForQuestionAnswering,ForQuestionAnsweringOutput,ForQuestionAnsweringSimple,ForRegionToPhraseAlignment,ForSegmentation,ForSemanticSegmentation,ForSequenceClassification,ForTokenClassification,ForVisualReasoning,ForXVector,GPT2Model,ImageCodebook,ImageCodebookConfig,ImageConfig,ImageModel,ImagePreprocessor,KnowledgeAugEncoder,LMHeadModel,MTModel,Model,ModelForAudioClassification,ModelForAudioFrameClassification,ModelForAudioXVector,ModelForCTC,ModelForCausalLM,ModelForImageClassification,ModelForImageSegmentation,ModelForInstanceSegmentation,ModelForMaskedImageModeling,ModelForMaskedLM,ModelForMultipleChoice,ModelForNextSentencePrediction,ModelForObjectDetection,ModelForPreTraining,ModelForQuestionAnswering,ModelForSemanticSegmentation,ModelForSeq2SeqLM,ModelForSequenceClassification,ModelForSpeechSeq2Seq,ModelForTableQuestionAnswering,ModelForTokenClassification,ModelForVision2Seq,ModelOutput,ModelOutputWithPooling,ModelWithLMHead,MultimodalConfig,MultimodalDecoder,MultimodalModel,MultimodalPostprocessor,MultimodalPreprocessor,OneHotPreprocessor,OpticalFlowDecoder,PreTrainedModel,Processor,ProcessorWithLM,ProjectionDecoder,ProjectionPostprocessor,QuestionEncoder,QuestionEncoderTokenizer,QuestionEncoderTokenizerFast,Reader,ReaderTokenizer,ReaderTokenizerFast,RetrievAugLMMarginOutput,Retriever,Scorer,Seq2SeqLMOutput,SequenceForGeneration,Speech2Text2ForCausalLM,Speech2Text2Processor,Speech2Text2Tokenizer,Speech2TextFeatureExtractor,Speech2TextForConditionalGeneration,Speech2TextModel,Speech2TextProcessor,Speech2TextTokenizer,T5Tokenizer,T5TokenizerFast,TapasConfig,TapasForMaskedLM,TapasForQuestionAnswering,TapasForSequenceClassification,TapasModel,TapasTokenizer,TextConfig,TextForCausalLM,TextForMaskedLM,TextForMultipleChoice,TextForQuestionAnswering,TextForSequenceClassification,TextForTokenClassification,TextModel,TextPreprocessor,TokenForGeneration,Tokenizer,TokenizerFast,VisionConfig,VisionForImageClassification,VisionForSemanticSegmentation,VisionModel,WithLMHeadModel
Longformer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/longformer,"""This is a sentence from [MASK] training data""",False,"""pt""",Longformer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/longformer,"""This is a sentence from [MASK] training data""",False,"""pt""",True,False,False,False,False,False,False,False,False,False,False,False,"""This is a sentence from [MASK] training data""",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
LUKE,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/luke,"""studio-ousia/luke-base""",False,"""studio-ousia/luke-base""",LUKE,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/luke,"""studio-ousia/luke-base""",False,"""studio-ousia/luke-base""",False,False,False,False,False,False,False,False,False,False,False,False,"""studio-ousia/luke-base""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
LXMERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/lxmert,"""unc-nlp/lxmert-base-uncased""",False,"""unc-nlp/lxmert-base-uncased""",LXMERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/lxmert,"""unc-nlp/lxmert-base-uncased""",False,"""unc-nlp/lxmert-base-uncased""",False,False,False,False,False,False,False,False,False,False,False,False,"""unc-nlp/lxmert-base-uncased""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
MarianMT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/marian,""">>fra<< this is a sentence in english that we want to translate to french""",False,""">>por<< This should go to portuguese""",MarianMT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/marian,""">>fra<< this is a sentence in english that we want to translate to french""",False,""">>por<< This should go to portuguese""",False,False,False,False,False,False,False,False,False,False,False,False,""">>fra<< this is a sentence in english that we want to translate to french""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MaskFormer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/maskformer,"""huggingface/cats-image""",False,"""test""",MaskFormer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/maskformer,"""huggingface/cats-image""",False,"""test""",True,False,False,False,False,False,False,False,False,False,False,False,"""huggingface/cats-image""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M2M100,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/m2m_100,"""facebook/m2m100_418M""",False,"""facebook/m2m100_418M""",M2M100,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/m2m_100,"""facebook/m2m100_418M""",False,"""facebook/m2m100_418M""",True,False,False,False,False,False,False,False,False,False,False,False,"""facebook/m2m100_418M""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MBart and MBart-50,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mbart,"""facebook/mbart-large-en-ro""",False,"""en_XX""",MBart and MBart-50,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mbart,"""facebook/mbart-large-en-ro""",False,"""en_XX""",False,True,True,False,False,False,False,False,False,False,False,False,"""facebook/mbart-large-en-ro""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
MegatronBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/megatron-bert,"""nvidia/megatron-bert-cased-345m""",False,"""nvidia/megatron-bert-cased-345m""",MegatronBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/megatron-bert,"""nvidia/megatron-bert-cased-345m""",False,"""nvidia/megatron-bert-cased-345m""",False,False,False,False,False,False,False,False,False,False,False,False,"""nvidia/megatron-bert-cased-345m""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mLUKE,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mluke,"""studio-ousia/mluke-base""",False,"""studio-ousia/mluke-base""",mLUKE,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mluke,"""studio-ousia/mluke-base""",False,"""studio-ousia/mluke-base""",False,False,False,False,False,False,False,False,False,False,False,False,"""studio-ousia/mluke-base""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MobileBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mobilebert,"""google/mobilebert-uncased""",False,"""google/mobilebert-uncased""",MobileBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mobilebert,"""google/mobilebert-uncased""",False,"""google/mobilebert-uncased""",False,False,False,False,False,False,False,False,False,False,False,False,"""google/mobilebert-uncased""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
MPNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mpnet,"""microsoft/mpnet-base""",False,"""microsoft/mpnet-base""",MPNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mpnet,"""microsoft/mpnet-base""",False,"""microsoft/mpnet-base""",True,False,False,False,False,False,False,False,False,False,False,False,"""microsoft/mpnet-base""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
mT5,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mt5,"""google/mt5-small""",False,"""google/mt5-small""",mT5,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/mt5,"""google/mt5-small""",False,"""google/mt5-small""",False,False,False,False,False,False,False,False,False,False,False,False,"""google/mt5-small""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nyströmformer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/nystromformer,"""uw-madison/nystromformer-512""",False,"""uw-madison/nystromformer-512""",Nyströmformer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/nystromformer,"""uw-madison/nystromformer-512""",False,"""uw-madison/nystromformer-512""",False,False,False,False,False,False,False,False,False,False,False,False,"""uw-madison/nystromformer-512""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OpenAI GPT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/openai-gpt,"""openai-gpt""",False,"""openai-gpt""",OpenAI GPT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/openai-gpt,"""openai-gpt""",False,"""openai-gpt""",False,False,False,False,False,False,False,False,False,False,False,False,"""openai-gpt""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
OPT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/opt,"""facebook/opt-350m""",False,"""facebook/opt-350m""",OPT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/opt,"""facebook/opt-350m""",False,"""facebook/opt-350m""",True,False,False,False,False,False,False,False,False,False,False,False,"""facebook/opt-350m""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OpenAI GPT2,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/gpt2,"""gpt2""",False,"""Hello world""",OpenAI GPT2,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/gpt2,"""gpt2""",False,"""Hello world""",False,False,False,False,False,False,False,False,False,False,False,False,"""gpt2""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
GPT-J,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/gptj,"""EleutherAI/gpt-j-6B""",False,"""float16""",GPT-J,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/gptj,"""EleutherAI/gpt-j-6B""",False,"""float16""",False,False,False,False,False,False,False,False,False,False,False,False,"""EleutherAI/gpt-j-6B""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GPT Neo,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/gpt_neo,"""EleutherAI/gpt-neo-1.3B""",False,"""EleutherAI/gpt-neo-1.3B""",GPT Neo,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/gpt_neo,"""EleutherAI/gpt-neo-1.3B""",False,"""EleutherAI/gpt-neo-1.3B""",False,False,False,False,False,False,False,False,False,False,False,False,"""EleutherAI/gpt-neo-1.3B""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hubert,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/hubert,"""facebook/hubert-large-ls960-ft""",False,"""facebook/hubert-large-ls960-ft""",Hubert,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/hubert,"""facebook/hubert-large-ls960-ft""",False,"""facebook/hubert-large-ls960-ft""",True,False,False,False,False,False,False,False,False,False,False,False,"""facebook/hubert-large-ls960-ft""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Perceiver,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/perceiver,"""hello world""",False,"""pt""",Perceiver,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/perceiver,"""hello world""",False,"""pt""",True,False,False,False,False,False,False,False,False,False,True,True,"""hello world""",False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Pegasus,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/pegasus,""""""" PG&E stated it scheduled the blackouts in response to forecasts for high winds amid dry conditions. The aim is to reduce the risk of wildfires. Nearly 800 thousand customers were scheduled to be affected by the shutoffs which were expected to last through at least midday tomorrow.""""""",False,"""google/pegasus-xsum""",Pegasus,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/pegasus,""""""" PG&E stated it scheduled the blackouts in response to forecasts for high winds amid dry conditions. The aim is to reduce the risk of wildfires. Nearly 800 thousand customers were scheduled to be affected by the shutoffs which were expected to last through at least midday tomorrow.""""""",False,"""google/pegasus-xsum""",True,False,False,False,False,False,False,False,False,False,False,False,""""""" PG&E stated it scheduled the blackouts in response to forecasts for high winds amid dry conditions. The aim is to reduce the risk of wildfires. Nearly 800 thousand customers were scheduled to be affected by the shutoffs which were expected to last through at least midday tomorrow.""""""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
PhoBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/phobert,"""vinai/phobert-base""",False,"""vinai/phobert-base""",PhoBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/phobert,"""vinai/phobert-base""",False,"""vinai/phobert-base""",False,False,False,False,False,False,False,False,False,False,False,False,"""vinai/phobert-base""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
PLBart,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/plbart,"""uclanlp/plbart-base""",False,"""en_XX""",PLBart,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/plbart,"""uclanlp/plbart-base""",False,"""en_XX""",True,False,False,False,False,False,False,False,False,False,False,False,"""uclanlp/plbart-base""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
PoolFormer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/poolformer,"""huggingface/cats-image""",False,"""test""",PoolFormer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/poolformer,"""huggingface/cats-image""",False,"""test""",True,False,False,False,False,False,False,False,False,False,False,False,"""huggingface/cats-image""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
